Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Normalized_Name,Sales_Anomaly
7177,Danny Phantom: The Ultimate Enemy,GBA,2005.0,Action,THQ,0.16,0.06,0.0,0.0,0.22,danny phantom the ultimate enemy,Normal
7178,Petz Rescue: Endangered Paradise,DS,2008.0,Adventure,Ubisoft,0.21,0.0,0.0,0.02,0.22,petz rescue endangered paradise,Normal
7179,MotoGP 09/10,PS3,2010.0,Racing,Capcom,0.05,0.13,0.0,0.04,0.22,motogp 0910,Normal
7180,Rune Factory: Tides of Destiny,PS3,2011.0,Role-Playing,Marvelous Interactive,0.14,0.0,0.07,0.01,0.22,rune factory tides of destiny,Normal
7181,A Boy and His Blob,WII,2009.0,Platform,Majesco Entertainment,0.19,0.02,0.0,0.02,0.22,a boy and his blob,Normal
7182,Battleborn,PS4,2016.0,Shooter,Take-Two Interactive,0.09,0.08,0.01,0.04,0.22,battleborn,Normal
7183,Move Fitness,PS3,,Sports,Sony Computer Entertainment,0.0,0.17,0.0,0.05,0.22,move fitness,Normal
7184,Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,2013.0,Role-Playing,Tecmo Koei,0.06,0.04,0.1,0.02,0.22,atelier escha logy alchemists of the dusk sky,Normal
7185,Hidden Mysteries: Buckingham Palace,DS,2010.0,Puzzle,Avanquest,0.13,0.07,0.0,0.02,0.22,hidden mysteries buckingham palace,Normal
7186,Crazy Climber,2600,1981.0,Action,Atari,0.21,0.01,0.0,0.0,0.22,crazy climber,Normal
7187,Super Adventure Island,SNES,1992.0,Platform,Hudson Soft,0.0,0.0,0.22,0.0,0.22,super adventure island,Normal
7188,Bust-A-Move 4,PS,1998.0,Puzzle,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,bustamove 4,Normal
7189,The Legend of Spyro: The Eternal Night,WII,2007.0,Platform,Vivendi Games,0.18,0.02,0.0,0.02,0.22,the legend of spyro the eternal night,Normal
7190,NFL Quarterback Club 97,PS,1996.0,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,nfl quarterback club 97,Normal
7191,Rampage: Total Destruction,WII,2006.0,Action,Midway Games,0.19,0.01,0.0,0.02,0.22,rampage total destruction,Normal
7192,Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004.0,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22,galactic wrestling featuring ultimate muscle,Normal
7193,Petz: Horse Club,WII,2008.0,Misc,Ubisoft,0.2,0.0,0.0,0.02,0.22,petz horse club,Normal
7194,Dino Stalker,PS2,2002.0,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22,dino stalker,Normal
7195,Rapala's Fishing Frenzy,WII,2008.0,Sports,Activision,0.2,0.0,0.0,0.02,0.22,rapalas fishing frenzy,Normal
7196,Mobile Suit Gundam Seed,PS2,2003.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,mobile suit gundam seed,Normal
7197,Shinobi,3DS,2011.0,Platform,Sega,0.14,0.07,0.0,0.02,0.22,shinobi,Normal
7198,Puss in Boots,WII,2011.0,Action,THQ,0.19,0.01,0.0,0.01,0.22,puss in boots,Normal
7199,Tony Hawk's Downhill Jam,DS,2006.0,Sports,Activision,0.2,0.0,0.0,0.02,0.22,tony hawks downhill jam,Normal
7200,Mega Man Zero 3,GBA,2004.0,Platform,Capcom,0.16,0.06,0.0,0.0,0.22,mega man zero 3,Normal
7201,LEGO The Lord of the Rings,PC,2012.0,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0.0,0.03,0.22,lego the lord of the rings,Normal
7202,Hitman: HD Trilogy,PS3,2013.0,Action,Square Enix,0.07,0.1,0.0,0.04,0.22,hitman hd trilogy,Normal
7203,Aliens vs Predator: Requiem,PSP,2007.0,Action,Vivendi Games,0.03,0.12,0.0,0.07,0.22,aliens vs predator requiem,Normal
7204,Castlevania: Lords of Shadow 2,PS3,2014.0,Action,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22,castlevania lords of shadow 2,Normal
7205,Barbie: Groom and Glam Pups,WII,2010.0,Action,THQ,0.19,0.02,0.0,0.01,0.22,barbie groom and glam pups,Normal
7206,KORG DS-10 Synthesizer,DS,2008.0,Misc,AQ Interactive,0.2,0.01,0.0,0.02,0.22,korg ds10 synthesizer,Normal
7207,Tenchu: Shadow Assassins,WII,2008.0,Action,Ubisoft,0.16,0.01,0.03,0.02,0.22,tenchu shadow assassins,Normal
7208,Barbie Super Sports,PS,1999.0,Sports,Mattel Interactive,0.12,0.08,0.0,0.01,0.22,barbie super sports,Normal
7209,CSI: Fatal Conspiracy,WII,2010.0,Adventure,Ubisoft,0.12,0.08,0.0,0.02,0.22,csi fatal conspiracy,Normal
7210,Nicktoons Collection: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,Unknown,0.16,0.06,0.0,0.0,0.22,nicktoons collection game boy advance video volume 2,Normal
7211,Jackass the Game,PSP,2007.0,Action,Empire Interactive,0.09,0.08,0.0,0.05,0.22,jackass the game,Normal
7212,The Legend of Heroes: Trails of Cold Steel,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22,the legend of heroes trails of cold steel,Normal
7213,Tom Clancy's Rainbow Six: Siege,PC,2015.0,Shooter,Ubisoft,0.12,0.08,0.0,0.02,0.22,tom clancys rainbow six siege,Normal
7214,Dungeon Hunter Alliance,PSV,2012.0,Action,Ubisoft,0.09,0.1,0.0,0.04,0.22,dungeon hunter alliance,Normal
7215,LEGO Harry Potter: Years 5-7,PC,,Action,Warner Bros. Interactive Entertainment,0.05,0.14,0.0,0.03,0.22,lego harry potter years 57,Normal
7216,Duel Masters: Kaijudo Showdown,GBA,2004.0,Misc,Atari,0.16,0.06,0.0,0.0,0.22,duel masters kaijudo showdown,Normal
7217,Imagine: Boutique Owner,DS,2009.0,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.22,imagine boutique owner,Normal
7218,The Walking Dead: Season Two,PS3,2014.0,Adventure,Telltale Games,0.09,0.09,0.0,0.04,0.22,the walking dead season two,Normal
7219,The Lord of the Rings: The Third Age,GBA,2004.0,Role-Playing,Electronic Arts,0.16,0.06,0.0,0.0,0.22,the lord of the rings the third age,Normal
7220,Cursed Mountain,WII,2009.0,Adventure,Deep Silver,0.09,0.1,0.0,0.02,0.22,cursed mountain,Normal
7221,The Suffering,XB,2004.0,Action,Midway Games,0.16,0.05,0.0,0.01,0.22,the suffering,Normal
7222,Dragon Quest Builders: Revive Alefgard,PS4,2016.0,Role-Playing,Square Enix,0.0,0.0,0.22,0.0,0.22,dragon quest builders revive alefgard,Normal
7223,Tetris Worlds,GC,2002.0,Puzzle,THQ,0.17,0.04,0.0,0.01,0.22,tetris worlds,Normal
7224,Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014.0,Adventure,Activision,0.11,0.09,0.0,0.02,0.22,teenage mutant ninja turtles danger of the ooze,Normal
7225,ECW Hardcore Revolution,N64,2000.0,Fighting,Acclaim Entertainment,0.18,0.04,0.0,0.0,0.22,ecw hardcore revolution,Normal
7226,Mega Man 64,N64,2000.0,Action,Capcom,0.14,0.03,0.05,0.0,0.22,mega man 64,Normal
7227,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996.0,Sports,Imagineer,0.0,0.0,0.22,0.0,0.22,choukuukan night pro yakyuu kinghigher jp sales,Normal
7228,Rampage 2: Universal Tour,N64,1999.0,Action,GT Interactive,0.18,0.04,0.0,0.0,0.22,rampage 2 universal tour,Normal
7229,Ms. Pac-Man: Maze Madness,N64,2000.0,Puzzle,Namco Bandai Games,0.18,0.04,0.0,0.0,0.22,ms pacman maze madness,Normal
7230,Tales of Graces,WII,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,tales of graces,Normal
7231,Age of Empires: Mythologies,DS,2008.0,Strategy,THQ,0.17,0.03,0.0,0.02,0.22,age of empires mythologies,Normal
7232,Viewtiful Joe 2,GC,2004.0,Action,Capcom,0.17,0.04,0.0,0.01,0.22,viewtiful joe 2,Normal
7233,Where's Waldo? The Fantastic Journey,DS,2009.0,Adventure,Ubisoft,0.2,0.0,0.0,0.02,0.22,wheres waldo the fantastic journey,Normal
7234,ATV Quad Kings,WII,2009.0,Racing,Zoo Digital Publishing,0.21,0.0,0.0,0.01,0.22,atv quad kings,Normal
7235,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,2002.0,Misc,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,marykate and ashley sweet 16 licenced to drive,Normal
7236,Jewel Quest: Expeditions,DS,2007.0,Puzzle,Avanquest,0.03,0.18,0.0,0.01,0.22,jewel quest expeditions,Normal
7237,NBA Jam Extreme,PS,1996.0,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,nba jam extreme,Normal
7238,Dragon Ball: Origins (JP & incomplete US sales),DS,2008.0,Adventure,Atari,0.04,0.0,0.17,0.0,0.22,dragon ball origins jp incomplete us sales,Normal
7239,Touch the Dead,DS,2007.0,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,0.22,touch the dead,Normal
7240,Tropico 3,X360,2009.0,Strategy,Kalypso Media,0.15,0.02,0.03,0.02,0.22,tropico 3,Normal
7241,Nickelodeon Party Blast,XB,2002.0,Misc,Infogrames,0.16,0.05,0.0,0.01,0.22,nickelodeon party blast,Normal
7242,Ben 10 Alien Force: Vilgax Attacks,X360,2009.0,Action,D3Publisher,0.11,0.09,0.0,0.02,0.22,ben 10 alien force vilgax attacks,Normal
7243,NHL Championship 2000,PS,1998.0,Sports,Fox Interactive,0.12,0.08,0.0,0.01,0.22,nhl championship 2000,Normal
7244,G.I. Joe: The Rise of Cobra,WII,2009.0,Action,Electronic Arts,0.17,0.03,0.0,0.02,0.22,gi joe the rise of cobra,Normal
7245,Shellshock: Nam '67,XB,2004.0,Shooter,Eidos Interactive,0.16,0.05,0.0,0.01,0.22,shellshock nam 67,Normal
7246,Hunted: The Demon's Forge,X360,2011.0,Action,Bethesda Softworks,0.13,0.07,0.0,0.02,0.22,hunted the demons forge,Normal
7247,Kartia: The Word of Fate,PS,1998.0,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22,kartia the word of fate,Normal
7248,Tales of Berseria,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,tales of berseria,Normal
7249,All-Star Baseball 2002,GC,2001.0,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,allstar baseball 2002,Normal
7250,Magna Carta: Tears of Blood,PS2,2004.0,Role-Playing,505 Games,0.11,0.08,0.0,0.03,0.22,magna carta tears of blood,Normal
7251,Lethal Skies Elite Pilot: Team SW,PS2,2001.0,Simulation,Sammy Corporation,0.11,0.08,0.0,0.03,0.22,lethal skies elite pilot team sw,Normal
7252,Capcom vs. SNK,DC,2000.0,Fighting,Virgin Interactive,0.0,0.0,0.22,0.0,0.22,capcom vs snk,Normal
7253,NBA Live 09 All-Play,WII,2008.0,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22,nba live 09 allplay,Normal
7254,Infinite Space,DS,2009.0,Role-Playing,Sega,0.07,0.06,0.07,0.01,0.22,infinite space,Normal
7255,Yoostar2,X360,2011.0,Misc,Unknown,0.11,0.09,0.0,0.02,0.22,yoostar2,Normal
7256,Transformers: Devastation,PS4,2015.0,Action,Activision,0.1,0.08,0.0,0.04,0.22,transformers devastation,Normal
7257,Tamagotchi no KiraKira Omisecchi,DS,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,tamagotchi no kirakira omisecchi,Normal
7258,From Russia With Love,GC,2005.0,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22,from russia with love,Normal
7259,You Don't Know Jack,WII,2011.0,Misc,THQ,0.2,0.0,0.0,0.01,0.22,you dont know jack,Normal
7260,Just Dance 2016,PS3,2015.0,Misc,Ubisoft,0.1,0.08,0.0,0.04,0.22,just dance 2016,Normal
7261,Pinball Hall of Fame: The Williams Collection,PS3,2009.0,Misc,Crave Entertainment,0.2,0.0,0.0,0.02,0.22,pinball hall of fame the williams collection,Normal
7262,Guitar Hero: Smash Hits,PS2,2009.0,Misc,Activision,0.11,0.01,0.0,0.1,0.22,guitar hero smash hits,Normal
7263,NFL Quarterback Club 2002,PS2,2001.0,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,nfl quarterback club 2002,Normal
7264,Kirby's Star Stacker,GB,1997.0,Puzzle,Nintendo,0.0,0.0,0.22,0.0,0.22,kirbys star stacker,Normal
7265,NCAA Basketball 09,X360,2008.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,ncaa basketball 09,Normal
7266,Full Auto,X360,2006.0,Shooter,Sega,0.19,0.01,0.0,0.02,0.22,full auto,Normal
7267,Dead Island,PC,2011.0,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22,dead island,Normal
7268,Growlanser: Heritage of War,PS2,2006.0,Role-Playing,Rising Star Games,0.11,0.08,0.0,0.03,0.22,growlanser heritage of war,Normal
7269,Hasbro Family Game Night,DS,2009.0,Puzzle,Electronic Arts,0.01,0.19,0.0,0.02,0.22,hasbro family game night,Normal
7270,Shin Megami Tensei x Fire Emblem,WIIU,2015.0,Role-Playing,Nintendo,0.1,0.04,0.06,0.01,0.22,shin megami tensei x fire emblem,Normal
7271,Rugby 2004,PS2,2003.0,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22,rugby 2004,Normal
7272,Disney's Magical Quest Starring Mickey and Minnie,GBA,2002.0,Action,Nintendo,0.16,0.06,0.0,0.0,0.22,disneys magical quest starring mickey and minnie,Normal
7273,Spirit Camera: The Cursed Memoir,3DS,2012.0,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22,spirit camera the cursed memoir,Normal
7274,NBA 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22,nba 06,Normal
7275,Naruto: Ninja Council,GBA,2003.0,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22,naruto ninja council,Normal
7276,Shin Megami Tensei: Persona,PSP,2009.0,Role-Playing,Atlus,0.08,0.0,0.13,0.01,0.22,shin megami tensei persona,Normal
7277,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,2007.0,Adventure,Tecmo Koei,0.0,0.0,0.22,0.0,0.22,ds nishimura kyotaro suspense shin tantei series kyoto atami zekkai no kotou satsui no wana,Normal
7278,Wreckless: ThE YaKuza MisSiOns,PS2,2002.0,Racing,Activision,0.11,0.08,0.0,0.03,0.22,wreckless the yakuza missions,Normal
7279,Madden NFL 07,DS,2006.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,madden nfl 07,Normal
7280,Jikkyou Powerful Major League,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22,jikkyou powerful major league,Normal
7281,NFL 2K3,GC,2002.0,Sports,Sega,0.17,0.04,0.0,0.01,0.22,nfl 2k3,Normal
7282,Darksiders II,PS4,2015.0,Action,Nordic Games,0.09,0.1,0.0,0.04,0.22,darksiders ii,Normal
7283,Saltwater Sportfishing,PS,2001.0,Sports,Take-Two Interactive,0.12,0.08,0.0,0.01,0.22,saltwater sportfishing,Normal
7284,Yoshi Touch & Go (JP sales),DS,2005.0,Platform,Nintendo,0.0,0.0,0.22,0.0,0.22,yoshi touch go jp sales,Normal
7285,Samurai Jack: The Amulet of Time,GBA,2003.0,Platform,Zoo Digital Publishing,0.16,0.06,0.0,0.0,0.22,samurai jack the amulet of time,Normal
7286,Pass the Pigs,DS,2008.0,Misc,THQ,0.2,0.0,0.0,0.02,0.22,pass the pigs,Normal
7287,J-League Winning Eleven 2008: Club Championship,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22,jleague winning eleven 2008 club championship,Normal
7288,Jackie Chan: Stuntmaster,PS,1999.0,Action,Sony Computer Entertainment,0.12,0.08,0.0,0.01,0.22,jackie chan stuntmaster,Normal
7289,Sports Car GT,PS,1999.0,Racing,Electronic Arts,0.12,0.08,0.0,0.01,0.22,sports car gt,Normal
7290,Lost Planet 3,PS3,2013.0,Shooter,Capcom,0.07,0.06,0.06,0.03,0.22,lost planet 3,Normal
7291,Order Up!,WII,2008.0,Misc,Zoo Digital Publishing,0.19,0.01,0.0,0.02,0.22,order up,Normal
7292,Code Name: S.T.E.A.M.,3DS,2015.0,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22,code name steam,Normal
7293,SBK X: Superbike World Championship,PS3,2010.0,Racing,Black Bean Games,0.05,0.13,0.0,0.04,0.22,sbk x superbike world championship,Normal
7294,NBA Live 14,PS4,2013.0,Sports,Electronic Arts,0.14,0.05,0.0,0.03,0.22,nba live 14,Normal
7295,Scooby-Doo! Mystery Mayhem,GC,2004.0,Action,THQ,0.17,0.04,0.0,0.01,0.22,scoobydoo mystery mayhem,Normal
7296,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995.0,Sports,Sega,0.0,0.0,0.22,0.0,0.22,kanzen chuuki pro yakyuu greatest nine,Normal
7297,American Idol,GBA,2003.0,Misc,Codemasters,0.15,0.06,0.0,0.0,0.22,american idol,Normal
7298,Summer Athletics: The Ultimate Challenge (Others sales),WII,2008.0,Sports,DTP Entertainment,0.0,0.2,0.0,0.01,0.22,summer athletics the ultimate challenge others sales,Normal
7299,Britney's Dance Beat,GBA,2002.0,Misc,THQ,0.15,0.06,0.0,0.0,0.22,britneys dance beat,Normal
7300,Shrek SuperSlam,GC,2005.0,Action,Activision,0.17,0.04,0.0,0.01,0.22,shrek superslam,Normal
7301,Sniper: Ghost Warrior 2,X360,2013.0,Shooter,City Interactive,0.06,0.13,0.0,0.02,0.22,sniper ghost warrior 2,Normal
7302,Over G Fighters,X360,2006.0,Simulation,Ubisoft,0.19,0.01,0.0,0.02,0.22,over g fighters,Normal
7303,Sailor Moon,SNES,1993.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,sailor moon,Normal
7304,Apache: Air Assault,PS3,2010.0,Simulation,Activision,0.11,0.07,0.0,0.03,0.22,apache air assault,Normal
7305,One Piece: Pirate Warriors 3,PSV,2015.0,Action,Namco Bandai Games,0.0,0.07,0.13,0.02,0.22,one piece pirate warriors 3,Normal
7306,Herdy Gerdy,PS2,2002.0,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22,herdy gerdy,Normal
7307,Armored Core V,X360,2012.0,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.22,armored core v,Normal
7308,EVE Online,PC,2003.0,Role-Playing,CCP,0.0,0.19,0.0,0.02,0.22,eve online,Normal
7309,Digimon World Re:Digitize,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,digimon world redigitize,Normal
7310,Ninja Gaiden: Dragon Sword,DS,2008.0,Action,Tecmo Koei,0.17,0.02,0.02,0.02,0.22,ninja gaiden dragon sword,Normal
7311,Ride,PS4,2015.0,Racing,Milestone S.r.l.,0.03,0.13,0.03,0.03,0.22,ride,Normal
7312,Blue Dragon Plus,DS,2008.0,Role-Playing,Ignition Entertainment,0.12,0.04,0.05,0.01,0.22,blue dragon plus,Normal
7313,Lords of the Fallen,XONE,2014.0,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22,lords of the fallen,Normal
7314,NBA in the Zone 2000,PS,2000.0,Sports,Konami Digital Entertainment,0.12,0.08,0.0,0.01,0.21,nba in the zone 2000,Normal
7315,Dark Summit,PS2,2001.0,Sports,THQ,0.11,0.08,0.0,0.03,0.21,dark summit,Normal
7316,Afrika,PS3,2008.0,Adventure,Unknown,0.12,0.0,0.08,0.01,0.21,afrika,Normal
7317,Cabela's Big Game Hunter: Ultimate Challenge,PS,2001.0,Sports,Activision Value,0.12,0.08,0.0,0.01,0.21,cabelas big game hunter ultimate challenge,Normal
7318,The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006.0,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.21,the legend of heroes trails in the sky first chapter,Normal
7319,Are You Smarter Than a 5th Grader? Back to School,WII,2010.0,Misc,Nintendo,0.2,0.0,0.0,0.02,0.21,are you smarter than a 5th grader back to school,Normal
7320,Steins;Gate,PSV,2013.0,Adventure,PQube,0.07,0.09,0.0,0.05,0.21,steinsgate,Normal
7321,The Dukes of Hazzard: Return of the General Lee,PS2,2004.0,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21,the dukes of hazzard return of the general lee,Normal
7322,Pandemonium!,PS,1996.0,Platform,BMG Interactive Entertainment,0.12,0.08,0.0,0.01,0.21,pandemonium,Normal
7323,SingStar: Back to the 80s,PS3,2011.0,Misc,Sony Computer Entertainment,0.0,0.16,0.0,0.05,0.21,singstar back to the 80s,Normal
7324,Namco Museum: 50th Anniversary,GC,2005.0,Misc,Namco Bandai Games,0.17,0.04,0.0,0.01,0.21,namco museum 50th anniversary,Normal
7325,Crash 'N' Burn,PS2,2004.0,Racing,Eidos Interactive,0.11,0.08,0.0,0.03,0.21,crash n burn,Normal
7326,NBA,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21,nba,Normal
7327,Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009.0,Fighting,Ubisoft,0.11,0.08,0.0,0.03,0.21,teenage mutant ninja turtles smashup,Normal
7328,Pro Yakyuu Greatest Nine '97,SAT,1997.0,Sports,Sega,0.0,0.0,0.21,0.0,0.21,pro yakyuu greatest nine 97,Normal
7329,Transformers: Dark of the Moon,3DS,2011.0,Action,Activision,0.16,0.04,0.0,0.02,0.21,transformers dark of the moon,Normal
7330,Final Fantasy Fables: Chocobo's Dungeon,WII,2007.0,Role-Playing,Square Enix,0.09,0.0,0.11,0.01,0.21,final fantasy fables chocobos dungeon,Normal
7331,Lunar: Silver Star Story Complete,SAT,1997.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.21,0.0,0.21,lunar silver star story complete,Normal
7332,Dorabase DS: Dramatic Stadium,DS,2007.0,Sports,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,dorabase ds dramatic stadium,Normal
7333,Disaster Report,PS2,2002.0,Action,Agetec,0.03,0.02,0.15,0.01,0.21,disaster report,Normal
7334,EVE: burst error,SAT,1997.0,Adventure,Imagineer,0.0,0.0,0.21,0.0,0.21,eve burst error,Normal
7335,We Sing Robbie Williams,WII,2010.0,Misc,Nordic Games,0.0,0.19,0.0,0.03,0.21,we sing robbie williams,Normal
7336,Backyard NFL Football '09,WII,2008.0,Sports,Atari,0.2,0.0,0.0,0.02,0.21,backyard nfl football 09,Normal
7337,Pro Evolution Soccer 2012,WII,2011.0,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,pro evolution soccer 2012,Normal
7338,Akiba's Trip: Undead & Undressed,PSV,2013.0,Action,Nippon Ichi Software,0.09,0.02,0.08,0.03,0.21,akibas trip undead undressed,Normal
7339,Speed Racer: The Videogame,PS2,2008.0,Racing,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.03,0.21,speed racer the videogame,Normal
7340,College Hoops 2K7,X360,2006.0,Sports,Take-Two Interactive,0.2,0.0,0.0,0.02,0.21,college hoops 2k7,Normal
7341,The Amazing Spider-Man 2 (2014),XONE,2014.0,Action,Activision,0.12,0.07,0.0,0.02,0.21,the amazing spiderman 2 2014,Normal
7342,Big League Sports,X360,2011.0,Sports,Activision,0.18,0.02,0.0,0.01,0.21,big league sports,Normal
7343,Bratz: Forever Diamondz,GC,2006.0,Adventure,THQ,0.17,0.04,0.0,0.01,0.21,bratz forever diamondz,Normal
7344,WCW Backstage Assault,PS,1999.0,Action,Electronic Arts,0.12,0.08,0.0,0.01,0.21,wcw backstage assault,Normal
7345,UFC Undisputed 2010,PSP,2010.0,Fighting,THQ,0.11,0.07,0.0,0.04,0.21,ufc undisputed 2010,Normal
7346,Baja: Edge of Control,PS3,2008.0,Racing,THQ,0.1,0.08,0.0,0.04,0.21,baja edge of control,Normal
7347,Wild Wild Racing,PS2,2000.0,Racing,Interplay,0.1,0.08,0.0,0.03,0.21,wild wild racing,Normal
7348,Magician's Quest: Town of Magic,3DS,2012.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,magicians quest town of magic,Normal
7349,The Bard's Tale,PS2,2004.0,Role-Playing,Ubisoft,0.1,0.08,0.0,0.03,0.21,the bards tale,Normal
7350,NCAA March Madness 08,X360,2007.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,ncaa march madness 08,Normal
7351,Momotarou Dentetsu 16,PS2,2006.0,Misc,Hudson Soft,0.0,0.0,0.21,0.0,0.21,momotarou dentetsu 16,Normal
7352,Robotech: The Macross Saga,GBA,2002.0,Shooter,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,robotech the macross saga,Normal
7353,Yu Yu Hakusho: Dark Tournament,PS2,,Fighting,Unknown,0.1,0.08,0.0,0.03,0.21,yu yu hakusho dark tournament,Normal
7354,MTV Celebrity Deathmatch,XB,2003.0,Fighting,Gotham Games,0.16,0.05,0.0,0.01,0.21,mtv celebrity deathmatch,Normal
7355,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010.0,Action,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,gekijouban macross f itsuwarino utahime hybrid pack,Normal
7356,Conflict Zone,PS2,2002.0,Strategy,Ubisoft,0.1,0.08,0.0,0.03,0.21,conflict zone,Normal
7357,Tony Hawk's American Sk8land,DS,2005.0,Sports,Activision,0.19,0.01,0.0,0.02,0.21,tony hawks american sk8land,Normal
7358,de Blob 2,PS3,2011.0,Platform,THQ,0.11,0.07,0.0,0.03,0.21,de blob 2,Normal
7359,The BIGS 2,X360,2009.0,Sports,Take-Two Interactive,0.19,0.01,0.0,0.02,0.21,the bigs 2,Normal
7360,BloodRayne,XB,2002.0,Shooter,Universal Interactive,0.16,0.05,0.0,0.01,0.21,bloodrayne,Normal
7361,Hannah Montana: The Movie,X360,2009.0,Adventure,Disney Interactive Studios,0.14,0.06,0.0,0.02,0.21,hannah montana the movie,Normal
7362,50 Cent: Blood on the Sand,X360,2009.0,Shooter,THQ,0.12,0.07,0.0,0.02,0.21,50 cent blood on the sand,Normal
7363,Bratz: Girlz Really Rock,WII,2008.0,Action,THQ,0.19,0.0,0.0,0.02,0.21,bratz girlz really rock,Normal
7364,NHL 2K6,XB,2005.0,Sports,Take-Two Interactive,0.16,0.05,0.0,0.01,0.21,nhl 2k6,Normal
7365,Tenchu: Return From Darkness,XB,2004.0,Action,Activision,0.16,0.05,0.0,0.01,0.21,tenchu return from darkness,Normal
