Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Normalized_Name,Regional_Total,NA_Share,EU_Share,JP_Share,Other_Share,Dominant_Region,Dominant_Region_Share,Regional_Anomaly
10412,Busou Shinki: Battle Masters Mk. 2,PSP,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,busou shinki battle masters mk 2,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10413,Cabela's Dangerous Hunts 2,XB,2005.0,Sports,Activision,0.08,0.02,0.0,0.0,0.11,cabelas dangerous hunts 2,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10414,Fairy Tail: Portable Guild,PSP,2010.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,fairy tail portable guild,0.11,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10415,Champion Jockey: G1 Jockey & Gallop Racer,WII,2011.0,Sports,Tecmo Koei,0.05,0.04,0.01,0.01,0.11,champion jockey g1 jockey gallop racer,0.10999999999999999,0.45454545454545464,0.3636363636363637,0.09090909090909093,0.09090909090909093,North America,0.45454545454545464,Normal
10416,SimCity 2000,GBA,2003.0,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,simcity 2000,0.11,0.7272727272727273,0.2727272727272727,0.0,0.0,North America,0.7272727272727273,Normal
10417,Brunswick Circuit Pro Bowling 2,PS,2000.0,Sports,THQ,0.06,0.04,0.0,0.01,0.11,brunswick circuit pro bowling 2,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10418,D,PS,1995.0,Adventure,Acclaim Entertainment,0.0,0.0,0.1,0.01,0.11,d,0.11,0.0,0.0,0.9090909090909092,0.09090909090909091,Japan,0.9090909090909092,Regionally Concentrated
10419,Winning Eleven: Pro Evolution Soccer 2007,X360,2006.0,Sports,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,winning eleven pro evolution soccer 2007,0.09999999999999999,0.9,0.0,0.0,0.1,North America,0.9,Regionally Concentrated
10420,Ennichi no Tatsujin,WII,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,ennichi no tatsujin,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10421,Squinkies 2: Adventure Mall Surprize!,DS,2011.0,Platform,Activision,0.1,0.0,0.0,0.01,0.1,squinkies 2 adventure mall surprize,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10422,Wizardry VI: Bane of the Cosmic Forge,SNES,1995.0,Role-Playing,ASCII Entertainment,0.0,0.0,0.1,0.0,0.1,wizardry vi bane of the cosmic forge,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10423,Power Pocket Koushien,DS,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,power pocket koushien,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10424,Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,Midway Games,0.05,0.04,0.0,0.01,0.1,gravity games bike street vert dirt,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
10425,Contact,DS,2006.0,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1,contact,0.11,0.6363636363636365,0.0,0.2727272727272727,0.09090909090909091,North America,0.6363636363636365,Normal
10426,Pro Yaky? Spirits 2010,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,pro yaky spirits 2010,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10427,Princess Debut,DS,2008.0,Misc,Cave,0.1,0.0,0.0,0.01,0.1,princess debut,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10428,My First Dollhouse,DS,2010.0,Misc,505 Games,0.1,0.0,0.0,0.01,0.1,my first dollhouse,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10429,Cloudy With a Chance of Meatballs,PS3,2009.0,Platform,Ubisoft,0.09,0.01,0.0,0.01,0.1,cloudy with a chance of meatballs,0.10999999999999999,0.8181818181818182,0.09090909090909093,0.0,0.09090909090909093,North America,0.8181818181818182,Regionally Concentrated
10430,Family Party: 30 Great Games,WII,2008.0,Misc,D3Publisher,0.09,0.01,0.0,0.01,0.1,family party 30 great games,0.10999999999999999,0.8181818181818182,0.09090909090909093,0.0,0.09090909090909093,North America,0.8181818181818182,Regionally Concentrated
10431,Top Spin,PS2,2005.0,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1,top spin,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
10432,Derby Stallion P,PSP,2006.0,Sports,Enterbrain,0.0,0.0,0.1,0.0,0.1,derby stallion p,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10433,Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012.0,Action,Spike,0.0,0.0,0.1,0.0,0.1,kenka bancho bros tokyo battle royale,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10434,UFC: Tapout 2,XB,2003.0,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,ufc tapout 2,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10435,Adventure Time: Finn & Jake Investigations,PS3,2015.0,Action,Little Orbit,0.02,0.07,0.0,0.02,0.1,adventure time finn jake investigations,0.11000000000000001,0.1818181818181818,0.6363636363636364,0.0,0.1818181818181818,Europe,0.6363636363636364,Normal
10436,Kamen Rider: Battride War II,PS3,2014.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,kamen rider battride war ii,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10437,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,kirarin revolution tsukutte misechao kime kira stage,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10438,Thrillville: Off the Rails,PSP,2007.0,Strategy,LucasArts,0.09,0.0,0.0,0.01,0.1,thrillville off the rails,0.09999999999999999,0.9,0.0,0.0,0.1,North America,0.9,Regionally Concentrated
10439,Imagine: Soccer Captain,DS,2009.0,Sports,Ubisoft,0.1,0.0,0.0,0.01,0.1,imagine soccer captain,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10440,Jikkyou Powerful Pro Yakyuu 10,GC,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,jikkyou powerful pro yakyuu 10,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10441,Vexx,XB,2003.0,Platform,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.1,vexx,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10442,F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1,f1 career challenge,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
10443,Taiko no Tatsujin: V Version,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,taiko no tatsujin v version,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10444,Pariah,XB,2005.0,Action,Hip Interactive,0.08,0.02,0.0,0.0,0.1,pariah,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10445,Cabela's Outdoor Adventures,XB,2005.0,Sports,Zoo Digital Publishing,0.08,0.02,0.0,0.0,0.1,cabelas outdoor adventures,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10446,Agatha Christie: The ABC Murders,DS,2009.0,Adventure,JoWood Productions,0.08,0.01,0.0,0.01,0.1,agatha christie the abc murders,0.09999999999999999,0.8,0.1,0.0,0.1,North America,0.8,Regionally Concentrated
10447,Metal Slug 3,XB,2004.0,Shooter,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,metal slug 3,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10448,The Smurfs 2,WII,2013.0,Platform,Ubisoft,0.0,0.09,0.0,0.01,0.1,the smurfs 2,0.09999999999999999,0.0,0.9,0.0,0.1,Europe,0.9,Regionally Concentrated
10449,Motocross Mania 3,PS2,2004.0,Racing,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1,motocross mania 3,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
10450,Fatal Frame 2: Wii Edition,WII,2012.0,Action,Nintendo,0.0,0.0,0.1,0.0,0.1,fatal frame 2 wii edition,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10451,Dancing on Ice,WII,2010.0,Sports,Ghostlight,0.0,0.09,0.0,0.01,0.1,dancing on ice,0.09999999999999999,0.0,0.9,0.0,0.1,Europe,0.9,Regionally Concentrated
10452,Pro Yakyuu Famista DS 2009,DS,2009.0,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,pro yakyuu famista ds 2009,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10453,Banjo-Pilot,GBA,2005.0,Racing,THQ,0.07,0.03,0.0,0.0,0.1,banjopilot,0.1,0.7000000000000001,0.3,0.0,0.0,North America,0.7000000000000001,Normal
10454,Family Feud: 2012 Edition,X360,2011.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,family feud 2012 edition,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10455,Gallop Racer 2006,PS2,2005.0,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1,gallop racer 2006,0.11,0.18181818181818182,0.18181818181818182,0.5454545454545454,0.09090909090909091,Japan,0.5454545454545454,Normal
10456,Army Corps of Hell,PSV,2011.0,Action,Square Enix,0.05,0.04,0.0,0.02,0.1,army corps of hell,0.11,0.4545454545454546,0.36363636363636365,0.0,0.18181818181818182,North America,0.4545454545454546,Normal
10457,Frogger: Ancient Shadow,PS2,2005.0,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1,frogger ancient shadow,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
10458,Digimon Story: Lost Evolution,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,digimon story lost evolution,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10459,Exit DS,DS,2008.0,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1,exit ds,0.10999999999999999,0.8181818181818182,0.0,0.09090909090909093,0.09090909090909093,North America,0.8181818181818182,Regionally Concentrated
10460,Ski-Doo Snowmobile Challenge,PS3,2009.0,Racing,PQube,0.1,0.0,0.0,0.01,0.1,skidoo snowmobile challenge,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10461,Universe at War: Earth Assault,X360,2008.0,Action,Sega,0.09,0.01,0.0,0.01,0.1,universe at war earth assault,0.10999999999999999,0.8181818181818182,0.09090909090909093,0.0,0.09090909090909093,North America,0.8181818181818182,Regionally Concentrated
10462,Despicable Me: The Game,PS2,2010.0,Platform,D3Publisher,0.05,0.04,0.0,0.01,0.1,despicable me the game,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
10463,Metal Arms: Glitch in the System,GC,2003.0,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1,metal arms glitch in the system,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10464,The Whispered World,PC,2009.0,Adventure,Deep Silver,0.0,0.08,0.0,0.02,0.1,the whispered world,0.1,0.0,0.7999999999999999,0.0,0.19999999999999998,Europe,0.7999999999999999,Regionally Concentrated
10465,Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.1,tom clancys splinter cell chaos theory,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10466,Learn Chess,DS,2009.0,Misc,DreamCatcher Interactive,0.1,0.0,0.0,0.01,0.1,learn chess,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10467,Happy Feet Two,PS3,,Action,Warner Bros. Interactive Entertainment,0.09,0.01,0.0,0.01,0.1,happy feet two,0.10999999999999999,0.8181818181818182,0.09090909090909093,0.0,0.09090909090909093,North America,0.8181818181818182,Regionally Concentrated
10468,Escape From Monkey Island,PS2,2001.0,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1,escape from monkey island,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
10469,Leisure Suit Larry: Box Office Bust,PS3,2009.0,Adventure,Codemasters,0.06,0.03,0.0,0.01,0.1,leisure suit larry box office bust,0.09999999999999999,0.6,0.3,0.0,0.1,North America,0.6,Normal
10470,The Wolf Among Us,PS3,2014.0,Adventure,Telltale Games,0.05,0.03,0.0,0.02,0.1,the wolf among us,0.1,0.5,0.3,0.0,0.19999999999999998,North America,0.5,Normal
10471,Mickey's Speedway USA (weekly JP sales),N64,2000.0,Racing,Nintendo,0.0,0.0,0.1,0.0,0.1,mickeys speedway usa weekly jp sales,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10472,Who Wants to Be a Millionaire: 3rd Edition,WII,2010.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,who wants to be a millionaire 3rd edition,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10473,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.1,0.0,0.1,boku no natsuyasumi portable mushi mushi hakase to teppenyama no himitsu,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10474,Miami Law,DS,2009.0,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.1,miami law,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10475,Macross 30: Ginga o Tsunagu Utagoe,PS3,2013.0,Shooter,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,macross 30 ginga o tsunagu utagoe,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10476,Kidou Senshi Gundam UC,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,kidou senshi gundam uc,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10477,Yu-Gi-Oh! 5D's Wheelie Breakers,WII,2009.0,Racing,Konami Digital Entertainment,0.09,0.01,0.0,0.01,0.1,yugioh 5ds wheelie breakers,0.10999999999999999,0.8181818181818182,0.09090909090909093,0.0,0.09090909090909093,North America,0.8181818181818182,Regionally Concentrated
10478,Nicktoons: MLB,DS,2011.0,Sports,Take-Two Interactive,0.1,0.0,0.0,0.01,0.1,nicktoons mlb,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10479,Gretzky NHL,PSP,2005.0,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.1,gretzky nhl,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10480,Corvette Evolution GT,DS,2008.0,Racing,Black Bean Games,0.1,0.0,0.0,0.01,0.1,corvette evolution gt,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10481,May's Mystery: Forbidden Memories,DS,2011.0,Puzzle,Mastertronic,0.05,0.04,0.0,0.01,0.1,mays mystery forbidden memories,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
10482,PictoImage,DS,2007.0,Puzzle,Sega,0.1,0.0,0.0,0.01,0.1,pictoimage,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10483,Etrian Odyssey II: Heroes of Lagaard,3DS,2014.0,Role-Playing,Atlus,0.0,0.0,0.1,0.0,0.1,etrian odyssey ii heroes of lagaard,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10484,Ridge Racer 2,PSP,2006.0,Racing,Sony Computer Entertainment,0.0,0.03,0.07,0.01,0.1,ridge racer 2,0.11,0.0,0.2727272727272727,0.6363636363636365,0.09090909090909091,Japan,0.6363636363636365,Normal
10485,Momotarou Dentetsu 16,WII,2007.0,Misc,Hudson Soft,0.0,0.0,0.1,0.0,0.1,momotarou dentetsu 16,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10486,Igor: The Game,WII,2008.0,Adventure,CDV Software Entertainment,0.09,0.0,0.0,0.01,0.1,igor the game,0.09999999999999999,0.9,0.0,0.0,0.1,North America,0.9,Regionally Concentrated
10487,Dropship: United Peace Force,PS2,2002.0,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,dropship united peace force,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
10488,Road Rash: Jailbreak,GBA,2003.0,Racing,Zoo Digital Publishing,0.07,0.03,0.0,0.0,0.1,road rash jailbreak,0.1,0.7000000000000001,0.3,0.0,0.0,North America,0.7000000000000001,Normal
10489,Rome: Total War,PC,2004.0,Strategy,Activision,0.0,0.08,0.0,0.02,0.1,rome total war,0.1,0.0,0.7999999999999999,0.0,0.19999999999999998,Europe,0.7999999999999999,Regionally Concentrated
10490,Green Lantern: Rise of the Manhunters,WII,2011.0,Action,Warner Bros. Interactive Entertainment,0.06,0.04,0.0,0.01,0.1,green lantern rise of the manhunters,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10491,Castlevania: Lords of Shadow 2,X360,2014.0,Action,Konami Digital Entertainment,0.02,0.07,0.0,0.01,0.1,castlevania lords of shadow 2,0.1,0.19999999999999998,0.7000000000000001,0.0,0.09999999999999999,Europe,0.7000000000000001,Normal
10492,Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.1,lucha libre aaa heroes del ring,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10493,Syberia,XB,2003.0,Action,Microids,0.08,0.02,0.0,0.0,0.1,syberia,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10494,G1 Jockey 3,PS2,2002.0,Sports,THQ,0.02,0.01,0.07,0.0,0.1,g1 jockey 3,0.1,0.19999999999999998,0.09999999999999999,0.7000000000000001,0.0,Japan,0.7000000000000001,Normal
10495,Shrek: Forever After,X360,2010.0,Platform,Activision,0.09,0.0,0.0,0.01,0.1,shrek forever after,0.09999999999999999,0.9,0.0,0.0,0.1,North America,0.9,Regionally Concentrated
10496,Atsumare! Power Pro Kun no DS Koushien,DS,,Sports,Unknown,0.0,0.0,0.1,0.0,0.1,atsumare power pro kun no ds koushien,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10497,Revolution X,PS,1995.0,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1,revolution x,0.11,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,North America,0.5454545454545454,Normal
10498,Myst,DS,2007.0,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1,myst,0.09999999999999999,0.9,0.0,0.0,0.1,North America,0.9,Regionally Concentrated
10499,Little Battlers eXperience W,3DS,2013.0,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1,little battlers experience w,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10500,Riviera: The Promised Land,GBA,2004.0,Role-Playing,Sting,0.07,0.03,0.0,0.0,0.1,riviera the promised land,0.1,0.7000000000000001,0.3,0.0,0.0,North America,0.7000000000000001,Normal
10501,Risen 3: Titan Lords,PS3,2014.0,Role-Playing,Deep Silver,0.02,0.06,0.0,0.02,0.1,risen 3 titan lords,0.1,0.19999999999999998,0.6,0.0,0.19999999999999998,Europe,0.6,Normal
10502,Top Gun: Combat Zones,GBA,2004.0,Simulation,Mastiff,0.07,0.03,0.0,0.0,0.1,top gun combat zones,0.1,0.7000000000000001,0.3,0.0,0.0,North America,0.7000000000000001,Normal
10503,Bujingai: The Forsaken City,PS2,2003.0,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,bujingai the forsaken city,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
10504,Doko Demo Issho,PSP,2004.0,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.0,0.1,doko demo issho,0.1,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
10505,Alvin and the Chipmunks: The Squeakquel,WII,2009.0,Misc,Majesco Entertainment,0.09,0.0,0.0,0.01,0.1,alvin and the chipmunks the squeakquel,0.09999999999999999,0.9,0.0,0.0,0.1,North America,0.9,Regionally Concentrated
10506,The Story of Noah's Ark,DS,2010.0,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.1,the story of noahs ark,0.11,0.9090909090909092,0.0,0.0,0.09090909090909091,North America,0.9090909090909092,Regionally Concentrated
10507,Brooktown High: Senior Year,PSP,2007.0,Simulation,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,brooktown high senior year,0.09999999999999999,0.9,0.0,0.0,0.1,North America,0.9,Regionally Concentrated
10508,Astro Boy: The Video Game,DS,2009.0,Action,D3Publisher,0.09,0.0,0.0,0.01,0.1,astro boy the video game,0.09999999999999999,0.9,0.0,0.0,0.1,North America,0.9,Regionally Concentrated
10509,Zombie Army Trilogy,XONE,2015.0,Shooter,Rebellion Developments,0.04,0.05,0.0,0.01,0.1,zombie army trilogy,0.09999999999999999,0.4,0.5000000000000001,0.0,0.1,Europe,0.5000000000000001,Normal
10510,Beyond Good & Evil,XB,2003.0,Adventure,Ubisoft,0.08,0.02,0.0,0.0,0.1,beyond good evil,0.1,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
10511,Blitz: The League II,X360,2008.0,Sports,Midway Games,0.08,0.01,0.0,0.01,0.1,blitz the league ii,0.09999999999999999,0.8,0.1,0.0,0.1,North America,0.8,Regionally Concentrated
10512,Death By Degrees,PS2,2005.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,death by degrees,0.09999999999999999,0.5000000000000001,0.4,0.0,0.1,North America,0.5000000000000001,Normal
